recordId,fullName,email,city,state,country,age,signupDate,purchaseAmount,status
REC-01485,Diya Verma,diya.verma1485@example.com,Pune,Maharashtra,India,22,2025-04-30,426.83,Active
REC-01486,Diya Mehta,diya.mehta1486@example.com,Chennai,Tamil Nadu,India,38,2025-02-27,428.99,Prospect
REC-01487,Kabir Desai,kabir.desai1487@example.com,Hyderabad,Telangana,India,30,2025-07-10,1068.40,Prospect
REC-01488,Aditya Joshi,aditya.joshi1488@example.com,Chennai,Tamil Nadu,India,38,2025-02-28,2150.75,Active
REC-01489,Kabir Verma,kabir.verma1489@example.com,Kolkata,West Bengal,India,25,2025-07-20,2643.67,Prospect
REC-01490,Vivaan Reddy,vivaan.reddy1490@example.com,Mumbai,Maharashtra,India,35,2025-09-01,2005.96,Active
REC-01491,Ishaan Joshi,ishaan.joshi1491@example.com,Ahmedabad,Gujarat,India,48,2025-06-01,3007.87,Active
REC-01492,Vivaan Joshi,vivaan.joshi1492@example.com,Chennai,Tamil Nadu,India,29,2025-09-28,4978.53,Prospect
REC-01493,Krish Mehta,krish.mehta1493@example.com,Hyderabad,Telangana,India,21,2025-08-16,3909.33,Active
REC-01494,Meera Shah,meera.shah1494@example.com,Chennai,Tamil Nadu,India,38,2025-04-21,3332.88,Active
REC-01495,Diya Desai,diya.desai1495@example.com,Mumbai,Maharashtra,India,50,2025-07-09,4518.30,Prospect
REC-01496,Aarav Kapoor,aarav.kapoor1496@example.com,Hyderabad,Telangana,India,42,2026-01-13,3821.41,Inactive
REC-01497,Riya Sharma,riya.sharma1497@example.com,Pune,Maharashtra,India,49,2026-01-12,4365.55,Active
REC-01498,Krish Sharma,krish.sharma1498@example.com,Delhi,Delhi,India,53,2026-01-21,187.33,Active
REC-01499,Saanvi Mehta,saanvi.mehta1499@example.com,Mumbai,Maharashtra,India,38,2026-01-05,4549.86,Inactive
REC-01500,Aarav Iyer,aarav.iyer1500@example.com,Hyderabad,Telangana,India,30,2025-04-28,3795.27,Inactive
REC-01501,Arjun Reddy,arjun.reddy1501@example.com,Pune,Maharashtra,India,24,2025-03-16,4084.75,Prospect
REC-01502,Aditya Verma,aditya.verma1502@example.com,Pune,Maharashtra,India,51,2025-12-29,591.38,Active
REC-01503,Meera Joshi,meera.joshi1503@example.com,Delhi,Delhi,India,39,2026-02-02,3460.38,Active
REC-01504,Krish Reddy,krish.reddy1504@example.com,Pune,Maharashtra,India,34,2025-10-07,3881.77,Active
REC-01505,Riya Patel,riya.patel1505@example.com,Mumbai,Maharashtra,India,20,2025-06-21,2143.44,Inactive
REC-01506,Ishaan Joshi,ishaan.joshi1506@example.com,Delhi,Delhi,India,40,2025-09-12,2594.29,Active
REC-01507,Riya Shah,riya.shah1507@example.com,Pune,Maharashtra,India,35,2025-07-11,536.75,Active
REC-01508,Aditya Gupta,aditya.gupta1508@example.com,Bengaluru,Karnataka,India,29,2025-08-08,3065.56,Active
REC-01509,Aditya Nair,aditya.nair1509@example.com,Jaipur,Rajasthan,India,47,2025-09-21,624.50,Prospect
REC-01510,Riya Shah,riya.shah1510@example.com,Pune,Maharashtra,India,36,2025-08-10,4314.12,Inactive
REC-01511,Arjun Kapoor,arjun.kapoor1511@example.com,Surat,Gujarat,India,22,2025-11-13,4651.26,Prospect
REC-01512,Ishaan Iyer,ishaan.iyer1512@example.com,Surat,Gujarat,India,37,2026-02-18,679.65,Prospect
REC-01513,Aditya Sharma,aditya.sharma1513@example.com,Chennai,Tamil Nadu,India,45,2025-04-08,2932.05,Prospect
REC-01514,Ananya Desai,ananya.desai1514@example.com,Ahmedabad,Gujarat,India,48,2025-09-29,3136.50,Prospect
REC-01515,Riya Verma,riya.verma1515@example.com,Chennai,Tamil Nadu,India,21,2025-11-18,4410.49,Prospect
REC-01516,Ishaan Joshi,ishaan.joshi1516@example.com,Ahmedabad,Gujarat,India,54,2025-05-23,4497.39,Inactive
REC-01517,Vivaan Verma,vivaan.verma1517@example.com,Ahmedabad,Gujarat,India,38,2025-05-21,2665.27,Active
REC-01518,Krish Verma,krish.verma1518@example.com,Bengaluru,Karnataka,India,51,2025-06-14,3340.24,Active
REC-01519,Aarav Verma,aarav.verma1519@example.com,Bengaluru,Karnataka,India,24,2025-03-20,1275.77,Inactive
REC-01520,Arjun Reddy,arjun.reddy1520@example.com,Mumbai,Maharashtra,India,50,2025-05-08,1646.57,Active
REC-01521,Krish Gupta,krish.gupta1521@example.com,Hyderabad,Telangana,India,20,2025-05-14,3918.24,Inactive
REC-01522,Ishaan Joshi,ishaan.joshi1522@example.com,Jaipur,Rajasthan,India,51,2026-01-23,246.29,Prospect
REC-01523,Aditya Patel,aditya.patel1523@example.com,Jaipur,Rajasthan,India,27,2025-11-19,121.19,Active
REC-01524,Aditya Desai,aditya.desai1524@example.com,Kolkata,West Bengal,India,41,2025-03-25,3816.59,Prospect
REC-01525,Diya Gupta,diya.gupta1525@example.com,Chennai,Tamil Nadu,India,32,2025-03-04,4062.73,Prospect
REC-01526,Ishaan Joshi,ishaan.joshi1526@example.com,Hyderabad,Telangana,India,26,2026-02-16,687.67,Prospect
REC-01527,Arjun Reddy,arjun.reddy1527@example.com,Surat,Gujarat,India,42,2026-01-11,4310.21,Active
REC-01528,Aditya Patel,aditya.patel1528@example.com,Bengaluru,Karnataka,India,31,2025-06-08,1487.96,Prospect
REC-01529,Saanvi Shah,saanvi.shah1529@example.com,Mumbai,Maharashtra,India,52,2025-10-13,1923.12,Active
REC-01530,Kabir Iyer,kabir.iyer1530@example.com,Delhi,Delhi,India,33,2025-08-10,2485.37,Prospect
REC-01531,Meera Shah,meera.shah1531@example.com,Bengaluru,Karnataka,India,27,2025-03-12,4471.23,Inactive
REC-01532,Ananya Patel,ananya.patel1532@example.com,Kolkata,West Bengal,India,42,2025-10-27,792.71,Inactive
REC-01533,Diya Kapoor,diya.kapoor1533@example.com,Jaipur,Rajasthan,India,43,2025-08-27,706.89,Prospect
REC-01534,Kabir Verma,kabir.verma1534@example.com,Bengaluru,Karnataka,India,26,2025-09-26,1192.30,Inactive
REC-01535,Meera Reddy,meera.reddy1535@example.com,Ahmedabad,Gujarat,India,54,2025-11-07,4885.83,Prospect
REC-01536,Saanvi Shah,saanvi.shah1536@example.com,Jaipur,Rajasthan,India,40,2026-01-08,563.00,Prospect
REC-01537,Krish Kapoor,krish.kapoor1537@example.com,Jaipur,Rajasthan,India,46,2025-11-29,2031.50,Inactive
REC-01538,Meera Shah,meera.shah1538@example.com,Surat,Gujarat,India,44,2025-11-14,2050.85,Inactive
REC-01539,Arjun Shah,arjun.shah1539@example.com,Jaipur,Rajasthan,India,51,2025-10-10,3641.89,Inactive
REC-01540,Kabir Iyer,kabir.iyer1540@example.com,Delhi,Delhi,India,20,2025-08-11,2020.29,Prospect
REC-01541,Aditya Iyer,aditya.iyer1541@example.com,Kolkata,West Bengal,India,31,2025-08-02,2194.88,Inactive
REC-01542,Arjun Gupta,arjun.gupta1542@example.com,Chennai,Tamil Nadu,India,21,2025-07-15,4062.89,Inactive
REC-01543,Ishaan Iyer,ishaan.iyer1543@example.com,Kolkata,West Bengal,India,54,2025-07-13,4418.83,Inactive
REC-01544,Ananya Sharma,ananya.sharma1544@example.com,Chennai,Tamil Nadu,India,28,2025-12-21,3435.29,Prospect
REC-01545,Ananya Gupta,ananya.gupta1545@example.com,Mumbai,Maharashtra,India,38,2025-09-25,4335.43,Prospect
REC-01546,Saanvi Sharma,saanvi.sharma1546@example.com,Bengaluru,Karnataka,India,47,2025-05-19,1218.20,Prospect
REC-01547,Aditya Iyer,aditya.iyer1547@example.com,Surat,Gujarat,India,22,2025-03-27,4273.66,Inactive
REC-01548,Saanvi Verma,saanvi.verma1548@example.com,Surat,Gujarat,India,54,2025-10-13,2990.98,Prospect
REC-01549,Diya Nair,diya.nair1549@example.com,Bengaluru,Karnataka,India,52,2025-05-31,3398.69,Prospect
REC-01550,Arjun Mehta,arjun.mehta1550@example.com,Mumbai,Maharashtra,India,54,2025-10-24,113.32,Active
REC-01551,Kabir Mehta,kabir.mehta1551@example.com,Surat,Gujarat,India,21,2025-11-18,170.10,Prospect
REC-01552,Saanvi Desai,saanvi.desai1552@example.com,Hyderabad,Telangana,India,32,2025-11-27,4839.85,Active
REC-01553,Riya Sharma,riya.sharma1553@example.com,Pune,Maharashtra,India,46,2026-02-15,1221.07,Prospect
REC-01554,Arjun Verma,arjun.verma1554@example.com,Pune,Maharashtra,India,30,2025-05-05,4831.25,Active
REC-01555,Meera Mehta,meera.mehta1555@example.com,Delhi,Delhi,India,49,2026-01-25,4976.14,Active
REC-01556,Ishaan Sharma,ishaan.sharma1556@example.com,Delhi,Delhi,India,54,2025-09-06,1221.76,Active
REC-01557,Riya Gupta,riya.gupta1557@example.com,Pune,Maharashtra,India,35,2025-11-13,129.31,Prospect
REC-01558,Aarav Shah,aarav.shah1558@example.com,Jaipur,Rajasthan,India,32,2025-04-10,293.33,Active
REC-01559,Kabir Kapoor,kabir.kapoor1559@example.com,Surat,Gujarat,India,38,2025-09-26,4812.69,Prospect
REC-01560,Meera Desai,meera.desai1560@example.com,Jaipur,Rajasthan,India,53,2025-12-22,2566.50,Inactive
REC-01561,Aarav Sharma,aarav.sharma1561@example.com,Jaipur,Rajasthan,India,45,2026-01-26,4232.70,Prospect
REC-01562,Vivaan Shah,vivaan.shah1562@example.com,Jaipur,Rajasthan,India,48,2025-10-20,2459.35,Prospect
REC-01563,Meera Mehta,meera.mehta1563@example.com,Ahmedabad,Gujarat,India,42,2025-11-23,1402.28,Inactive
REC-01564,Kabir Kapoor,kabir.kapoor1564@example.com,Ahmedabad,Gujarat,India,23,2025-06-05,1924.45,Active
REC-01565,Arjun Shah,arjun.shah1565@example.com,Jaipur,Rajasthan,India,47,2025-06-21,145.29,Active
REC-01566,Kabir Desai,kabir.desai1566@example.com,Bengaluru,Karnataka,India,31,2025-06-02,4579.16,Active
REC-01567,Arjun Joshi,arjun.joshi1567@example.com,Jaipur,Rajasthan,India,36,2025-12-06,1511.22,Prospect
REC-01568,Vivaan Verma,vivaan.verma1568@example.com,Delhi,Delhi,India,21,2025-03-22,407.82,Inactive
REC-01569,Meera Kapoor,meera.kapoor1569@example.com,Ahmedabad,Gujarat,India,46,2025-12-17,2373.53,Prospect
REC-01570,Aditya Mehta,aditya.mehta1570@example.com,Kolkata,West Bengal,India,26,2025-03-08,2672.24,Prospect
REC-01571,Saanvi Sharma,saanvi.sharma1571@example.com,Pune,Maharashtra,India,52,2025-06-11,129.34,Inactive
REC-01572,Meera Iyer,meera.iyer1572@example.com,Bengaluru,Karnataka,India,41,2025-07-23,1078.28,Prospect
REC-01573,Aditya Sharma,aditya.sharma1573@example.com,Chennai,Tamil Nadu,India,37,2025-04-14,4007.48,Inactive
REC-01574,Vivaan Gupta,vivaan.gupta1574@example.com,Jaipur,Rajasthan,India,53,2025-05-20,4155.05,Prospect
REC-01575,Aditya Verma,aditya.verma1575@example.com,Jaipur,Rajasthan,India,41,2025-06-12,1810.03,Prospect
REC-01576,Aarav Gupta,aarav.gupta1576@example.com,Pune,Maharashtra,India,36,2026-02-04,622.49,Inactive
REC-01577,Vivaan Mehta,vivaan.mehta1577@example.com,Chennai,Tamil Nadu,India,27,2025-10-12,4754.21,Prospect
REC-01578,Arjun Joshi,arjun.joshi1578@example.com,Pune,Maharashtra,India,24,2025-06-11,2636.97,Prospect
REC-01579,Kabir Mehta,kabir.mehta1579@example.com,Mumbai,Maharashtra,India,39,2025-08-19,3786.36,Inactive
REC-01580,Ananya Kapoor,ananya.kapoor1580@example.com,Mumbai,Maharashtra,India,20,2025-05-15,588.18,Prospect
REC-01581,Diya Nair,diya.nair1581@example.com,Chennai,Tamil Nadu,India,28,2025-12-22,1870.04,Inactive
REC-01582,Vivaan Iyer,vivaan.iyer1582@example.com,Delhi,Delhi,India,20,2025-06-07,1651.73,Inactive
REC-01583,Ishaan Verma,ishaan.verma1583@example.com,Ahmedabad,Gujarat,India,39,2025-04-03,3014.70,Prospect
REC-01584,Vivaan Nair,vivaan.nair1584@example.com,Surat,Gujarat,India,53,2025-11-24,1587.77,Inactive
REC-01585,Riya Verma,riya.verma1585@example.com,Chennai,Tamil Nadu,India,35,2025-10-07,1686.46,Inactive
REC-01586,Aditya Verma,aditya.verma1586@example.com,Jaipur,Rajasthan,India,23,2025-04-19,811.73,Prospect
REC-01587,Kabir Sharma,kabir.sharma1587@example.com,Pune,Maharashtra,India,28,2025-09-11,3700.56,Inactive
REC-01588,Ananya Shah,ananya.shah1588@example.com,Delhi,Delhi,India,28,2025-04-01,4427.86,Active
REC-01589,Ananya Verma,ananya.verma1589@example.com,Chennai,Tamil Nadu,India,30,2025-10-13,3732.16,Inactive
REC-01590,Kabir Kapoor,kabir.kapoor1590@example.com,Ahmedabad,Gujarat,India,40,2026-01-19,3570.76,Inactive
REC-01591,Kabir Desai,kabir.desai1591@example.com,Surat,Gujarat,India,46,2025-03-20,1447.06,Inactive
REC-01592,Arjun Joshi,arjun.joshi1592@example.com,Ahmedabad,Gujarat,India,21,2025-12-27,3574.75,Inactive
REC-01593,Riya Desai,riya.desai1593@example.com,Hyderabad,Telangana,India,41,2025-06-09,180.80,Prospect
REC-01594,Aarav Shah,aarav.shah1594@example.com,Ahmedabad,Gujarat,India,22,2025-08-13,3586.01,Active
REC-01595,Meera Verma,meera.verma1595@example.com,Kolkata,West Bengal,India,29,2026-01-02,887.28,Inactive
REC-01596,Arjun Reddy,arjun.reddy1596@example.com,Hyderabad,Telangana,India,41,2025-08-08,1182.62,Inactive
REC-01597,Ishaan Nair,ishaan.nair1597@example.com,Kolkata,West Bengal,India,31,2025-11-27,2076.21,Inactive
REC-01598,Saanvi Nair,saanvi.nair1598@example.com,Hyderabad,Telangana,India,47,2025-09-22,917.50,Prospect
REC-01599,Riya Patel,riya.patel1599@example.com,Mumbai,Maharashtra,India,31,2025-02-25,3657.49,Prospect
REC-01600,Aditya Kapoor,aditya.kapoor1600@example.com,Jaipur,Rajasthan,India,47,2026-01-05,655.45,Prospect
REC-01601,Arjun Patel,arjun.patel1601@example.com,Mumbai,Maharashtra,India,36,2025-10-14,4742.65,Prospect
REC-01602,Aarav Gupta,aarav.gupta1602@example.com,Mumbai,Maharashtra,India,26,2025-10-13,4135.13,Active
REC-01603,Aditya Kapoor,aditya.kapoor1603@example.com,Bengaluru,Karnataka,India,20,2026-01-20,4470.96,Active
REC-01604,Diya Verma,diya.verma1604@example.com,Hyderabad,Telangana,India,31,2025-08-16,4895.27,Inactive
REC-01605,Ananya Mehta,ananya.mehta1605@example.com,Chennai,Tamil Nadu,India,25,2025-09-17,3175.99,Inactive
REC-01606,Riya Desai,riya.desai1606@example.com,Chennai,Tamil Nadu,India,49,2025-12-07,2269.45,Inactive
REC-01607,Vivaan Shah,vivaan.shah1607@example.com,Mumbai,Maharashtra,India,40,2025-03-14,2728.21,Active
REC-01608,Kabir Kapoor,kabir.kapoor1608@example.com,Hyderabad,Telangana,India,39,2025-12-21,1175.53,Inactive
REC-01609,Meera Sharma,meera.sharma1609@example.com,Jaipur,Rajasthan,India,38,2025-04-25,890.13,Inactive
REC-01610,Krish Joshi,krish.joshi1610@example.com,Ahmedabad,Gujarat,India,34,2025-11-03,2063.15,Inactive
REC-01611,Vivaan Kapoor,vivaan.kapoor1611@example.com,Jaipur,Rajasthan,India,37,2026-01-25,952.90,Active
REC-01612,Aarav Joshi,aarav.joshi1612@example.com,Delhi,Delhi,India,50,2025-04-06,247.76,Prospect
REC-01613,Aditya Verma,aditya.verma1613@example.com,Pune,Maharashtra,India,51,2025-12-10,1556.36,Prospect
REC-01614,Kabir Sharma,kabir.sharma1614@example.com,Pune,Maharashtra,India,34,2025-06-28,3591.60,Active
REC-01615,Aditya Nair,aditya.nair1615@example.com,Surat,Gujarat,India,43,2025-07-10,1050.11,Inactive
REC-01616,Riya Reddy,riya.reddy1616@example.com,Delhi,Delhi,India,37,2025-07-08,4869.44,Prospect
REC-01617,Ananya Joshi,ananya.joshi1617@example.com,Pune,Maharashtra,India,38,2025-05-11,4413.12,Inactive
REC-01618,Aditya Shah,aditya.shah1618@example.com,Hyderabad,Telangana,India,25,2025-06-13,613.35,Active
REC-01619,Kabir Gupta,kabir.gupta1619@example.com,Chennai,Tamil Nadu,India,54,2025-09-22,4555.94,Prospect
REC-01620,Aarav Patel,aarav.patel1620@example.com,Chennai,Tamil Nadu,India,20,2025-10-14,2125.52,Active
REC-01621,Aditya Verma,aditya.verma1621@example.com,Hyderabad,Telangana,India,49,2025-08-02,4521.71,Active
REC-01622,Diya Shah,diya.shah1622@example.com,Bengaluru,Karnataka,India,24,2025-12-20,2237.99,Active
REC-01623,Diya Gupta,diya.gupta1623@example.com,Pune,Maharashtra,India,45,2025-07-22,1492.92,Inactive
REC-01624,Diya Patel,diya.patel1624@example.com,Chennai,Tamil Nadu,India,25,2025-07-21,4783.41,Inactive
REC-01625,Krish Shah,krish.shah1625@example.com,Bengaluru,Karnataka,India,30,2025-07-03,2409.10,Prospect
REC-01626,Kabir Mehta,kabir.mehta1626@example.com,Bengaluru,Karnataka,India,47,2025-05-03,1515.84,Prospect
REC-01627,Kabir Kapoor,kabir.kapoor1627@example.com,Delhi,Delhi,India,39,2025-11-29,3027.22,Prospect
REC-01628,Ishaan Kapoor,ishaan.kapoor1628@example.com,Pune,Maharashtra,India,39,2025-04-19,3377.29,Active
REC-01629,Diya Desai,diya.desai1629@example.com,Kolkata,West Bengal,India,31,2026-02-18,3635.81,Active
REC-01630,Riya Mehta,riya.mehta1630@example.com,Chennai,Tamil Nadu,India,54,2025-05-18,3915.53,Inactive
REC-01631,Ishaan Shah,ishaan.shah1631@example.com,Jaipur,Rajasthan,India,25,2025-08-05,1492.44,Active
REC-01632,Saanvi Verma,saanvi.verma1632@example.com,Hyderabad,Telangana,India,29,2026-01-23,4880.92,Prospect
REC-01633,Aditya Reddy,aditya.reddy1633@example.com,Hyderabad,Telangana,India,36,2025-07-18,2809.23,Inactive
REC-01634,Kabir Shah,kabir.shah1634@example.com,Pune,Maharashtra,India,31,2025-06-02,3305.05,Active
REC-01635,Aarav Kapoor,aarav.kapoor1635@example.com,Surat,Gujarat,India,49,2025-08-31,3388.89,Active
REC-01636,Arjun Gupta,arjun.gupta1636@example.com,Surat,Gujarat,India,43,2025-12-01,4361.85,Prospect
REC-01637,Kabir Iyer,kabir.iyer1637@example.com,Surat,Gujarat,India,41,2026-01-01,1827.60,Active
REC-01638,Ishaan Reddy,ishaan.reddy1638@example.com,Mumbai,Maharashtra,India,28,2025-07-18,4217.16,Active
REC-01639,Riya Patel,riya.patel1639@example.com,Surat,Gujarat,India,26,2025-04-16,1744.82,Inactive
REC-01640,Riya Iyer,riya.iyer1640@example.com,Kolkata,West Bengal,India,44,2025-06-13,584.22,Prospect
REC-01641,Arjun Gupta,arjun.gupta1641@example.com,Bengaluru,Karnataka,India,25,2025-04-20,2319.72,Prospect
REC-01642,Diya Verma,diya.verma1642@example.com,Mumbai,Maharashtra,India,54,2025-09-02,2876.80,Prospect
REC-01643,Aditya Nair,aditya.nair1643@example.com,Mumbai,Maharashtra,India,51,2025-12-03,3529.86,Prospect
REC-01644,Krish Joshi,krish.joshi1644@example.com,Delhi,Delhi,India,52,2025-12-17,3987.33,Active
REC-01645,Meera Nair,meera.nair1645@example.com,Surat,Gujarat,India,50,2025-05-01,206.85,Inactive
REC-01646,Krish Joshi,krish.joshi1646@example.com,Chennai,Tamil Nadu,India,46,2025-04-30,1783.90,Inactive
REC-01647,Kabir Shah,kabir.shah1647@example.com,Bengaluru,Karnataka,India,33,2025-07-19,1766.27,Prospect
REC-01648,Ishaan Joshi,ishaan.joshi1648@example.com,Kolkata,West Bengal,India,46,2025-07-01,3613.83,Prospect
REC-01649,Aarav Sharma,aarav.sharma1649@example.com,Delhi,Delhi,India,38,2025-09-13,1456.70,Prospect
REC-01650,Diya Mehta,diya.mehta1650@example.com,Jaipur,Rajasthan,India,48,2025-12-29,2890.69,Inactive
REC-01651,Aarav Patel,aarav.patel1651@example.com,Surat,Gujarat,India,43,2025-05-11,203.43,Active
REC-01652,Diya Patel,diya.patel1652@example.com,Surat,Gujarat,India,44,2025-05-18,882.04,Inactive
REC-01653,Ishaan Reddy,ishaan.reddy1653@example.com,Mumbai,Maharashtra,India,23,2025-08-16,227.07,Active
REC-01654,Riya Patel,riya.patel1654@example.com,Hyderabad,Telangana,India,37,2025-02-25,292.18,Active
REC-01655,Vivaan Patel,vivaan.patel1655@example.com,Mumbai,Maharashtra,India,39,2025-07-08,513.42,Active
REC-01656,Meera Nair,meera.nair1656@example.com,Jaipur,Rajasthan,India,42,2026-02-19,4606.21,Inactive
REC-01657,Riya Joshi,riya.joshi1657@example.com,Jaipur,Rajasthan,India,35,2026-02-10,1748.87,Active
REC-01658,Ishaan Reddy,ishaan.reddy1658@example.com,Pune,Maharashtra,India,42,2026-02-16,2890.08,Inactive
REC-01659,Aditya Mehta,aditya.mehta1659@example.com,Surat,Gujarat,India,48,2025-04-08,3975.98,Inactive
REC-01660,Kabir Gupta,kabir.gupta1660@example.com,Jaipur,Rajasthan,India,25,2025-07-23,103.45,Active
REC-01661,Aarav Iyer,aarav.iyer1661@example.com,Kolkata,West Bengal,India,34,2025-05-15,2750.26,Prospect
REC-01662,Saanvi Shah,saanvi.shah1662@example.com,Ahmedabad,Gujarat,India,37,2025-05-13,3162.22,Active
REC-01663,Vivaan Patel,vivaan.patel1663@example.com,Surat,Gujarat,India,29,2025-11-19,163.43,Active
REC-01664,Aditya Joshi,aditya.joshi1664@example.com,Hyderabad,Telangana,India,39,2025-07-25,4649.63,Inactive
REC-01665,Vivaan Mehta,vivaan.mehta1665@example.com,Jaipur,Rajasthan,India,31,2025-03-28,419.52,Active
REC-01666,Aarav Desai,aarav.desai1666@example.com,Pune,Maharashtra,India,36,2025-03-03,4762.22,Inactive
REC-01667,Krish Patel,krish.patel1667@example.com,Mumbai,Maharashtra,India,41,2025-07-14,1949.80,Active
REC-01668,Aarav Reddy,aarav.reddy1668@example.com,Bengaluru,Karnataka,India,54,2025-04-25,3068.78,Prospect
REC-01669,Saanvi Kapoor,saanvi.kapoor1669@example.com,Ahmedabad,Gujarat,India,35,2025-08-28,4288.75,Inactive
REC-01670,Ananya Sharma,ananya.sharma1670@example.com,Ahmedabad,Gujarat,India,26,2025-02-25,418.34,Inactive
REC-01671,Arjun Gupta,arjun.gupta1671@example.com,Jaipur,Rajasthan,India,35,2025-10-09,423.13,Prospect
REC-01672,Diya Mehta,diya.mehta1672@example.com,Hyderabad,Telangana,India,47,2025-06-04,1655.73,Active
REC-01673,Aditya Verma,aditya.verma1673@example.com,Bengaluru,Karnataka,India,54,2025-05-25,2556.99,Active
REC-01674,Vivaan Shah,vivaan.shah1674@example.com,Pune,Maharashtra,India,34,2025-12-15,1485.41,Prospect
REC-01675,Krish Shah,krish.shah1675@example.com,Hyderabad,Telangana,India,23,2025-04-09,2951.88,Active
REC-01676,Aditya Kapoor,aditya.kapoor1676@example.com,Pune,Maharashtra,India,42,2025-07-07,1439.70,Active
REC-01677,Krish Sharma,krish.sharma1677@example.com,Surat,Gujarat,India,21,2025-05-09,1454.86,Prospect
REC-01678,Kabir Kapoor,kabir.kapoor1678@example.com,Kolkata,West Bengal,India,22,2025-06-01,1047.22,Inactive
REC-01679,Kabir Joshi,kabir.joshi1679@example.com,Bengaluru,Karnataka,India,33,2025-11-19,1889.92,Prospect
REC-01680,Diya Verma,diya.verma1680@example.com,Chennai,Tamil Nadu,India,36,2025-05-19,2459.67,Inactive
REC-01681,Vivaan Sharma,vivaan.sharma1681@example.com,Hyderabad,Telangana,India,30,2025-10-17,2265.92,Active
REC-01682,Arjun Joshi,arjun.joshi1682@example.com,Chennai,Tamil Nadu,India,31,2025-12-14,486.75,Prospect
REC-01683,Aarav Reddy,aarav.reddy1683@example.com,Hyderabad,Telangana,India,39,2025-04-17,4654.72,Prospect
REC-01684,Saanvi Desai,saanvi.desai1684@example.com,Chennai,Tamil Nadu,India,48,2025-09-20,3347.28,Prospect
REC-01685,Riya Gupta,riya.gupta1685@example.com,Pune,Maharashtra,India,25,2025-04-07,1024.04,Active
REC-01686,Ishaan Sharma,ishaan.sharma1686@example.com,Kolkata,West Bengal,India,30,2025-08-07,1292.04,Active
REC-01687,Aarav Patel,aarav.patel1687@example.com,Surat,Gujarat,India,33,2025-09-29,317.09,Active
REC-01688,Ananya Verma,ananya.verma1688@example.com,Mumbai,Maharashtra,India,38,2025-06-10,4776.45,Active
REC-01689,Aarav Gupta,aarav.gupta1689@example.com,Mumbai,Maharashtra,India,35,2025-09-06,4967.73,Inactive
REC-01690,Arjun Kapoor,arjun.kapoor1690@example.com,Ahmedabad,Gujarat,India,47,2025-09-17,4565.17,Active
REC-01691,Ishaan Patel,ishaan.patel1691@example.com,Delhi,Delhi,India,31,2025-12-12,2560.02,Inactive
REC-01692,Diya Kapoor,diya.kapoor1692@example.com,Surat,Gujarat,India,32,2026-01-29,1987.76,Prospect
REC-01693,Aarav Iyer,aarav.iyer1693@example.com,Ahmedabad,Gujarat,India,39,2025-11-22,2645.52,Inactive
REC-01694,Diya Verma,diya.verma1694@example.com,Chennai,Tamil Nadu,India,48,2025-05-17,3044.99,Inactive
REC-01695,Ananya Kapoor,ananya.kapoor1695@example.com,Delhi,Delhi,India,33,2026-02-05,4765.80,Prospect
REC-01696,Diya Mehta,diya.mehta1696@example.com,Hyderabad,Telangana,India,48,2026-01-12,4879.05,Prospect
REC-01697,Diya Kapoor,diya.kapoor1697@example.com,Pune,Maharashtra,India,54,2025-10-12,1117.26,Active
REC-01698,Diya Mehta,diya.mehta1698@example.com,Bengaluru,Karnataka,India,24,2026-02-15,3735.04,Inactive
REC-01699,Arjun Gupta,arjun.gupta1699@example.com,Ahmedabad,Gujarat,India,21,2025-10-11,1179.62,Inactive
REC-01700,Ishaan Sharma,ishaan.sharma1700@example.com,Chennai,Tamil Nadu,India,39,2026-02-03,2761.96,Active
REC-01701,Saanvi Reddy,saanvi.reddy1701@example.com,Kolkata,West Bengal,India,34,2025-06-28,3992.39,Inactive
REC-01702,Ananya Joshi,ananya.joshi1702@example.com,Pune,Maharashtra,India,53,2025-05-11,2530.87,Prospect
REC-01703,Kabir Joshi,kabir.joshi1703@example.com,Bengaluru,Karnataka,India,42,2025-10-31,2652.75,Prospect
REC-01704,Ananya Sharma,ananya.sharma1704@example.com,Delhi,Delhi,India,33,2025-08-17,3594.90,Active
REC-01705,Saanvi Desai,saanvi.desai1705@example.com,Chennai,Tamil Nadu,India,28,2026-01-04,4385.22,Active
REC-01706,Aditya Kapoor,aditya.kapoor1706@example.com,Surat,Gujarat,India,53,2025-09-21,726.41,Inactive
REC-01707,Ishaan Kapoor,ishaan.kapoor1707@example.com,Jaipur,Rajasthan,India,37,2025-07-22,4401.06,Prospect
REC-01708,Aditya Sharma,aditya.sharma1708@example.com,Mumbai,Maharashtra,India,52,2025-06-25,3432.30,Inactive
REC-01709,Riya Desai,riya.desai1709@example.com,Hyderabad,Telangana,India,54,2025-05-23,983.37,Active
REC-01710,Ishaan Shah,ishaan.shah1710@example.com,Ahmedabad,Gujarat,India,38,2026-01-23,1524.64,Active
REC-01711,Meera Gupta,meera.gupta1711@example.com,Kolkata,West Bengal,India,35,2025-07-25,1240.87,Inactive
REC-01712,Arjun Gupta,arjun.gupta1712@example.com,Surat,Gujarat,India,39,2025-04-11,3821.71,Inactive
REC-01713,Aarav Patel,aarav.patel1713@example.com,Chennai,Tamil Nadu,India,38,2025-04-05,1505.78,Active
REC-01714,Diya Desai,diya.desai1714@example.com,Mumbai,Maharashtra,India,30,2025-11-26,4838.07,Active
